seconds	hex
0.005493	a5 01 01 23 00 59 00 0c 77 30 80 0a a5 01 01 21 c4 00 00 18 71 fa 0c 0c 00 02 00 00 09 2e 02 27 00 00 00 4a
7.615669	a5 01 00 21 00 00 00
7.621281	0c d3 7d 0c 0c
