seconds	hex
0.000520	a5 01 01 23 00 7d 00 0c f6 82 80 0a a5 01 01 21 3a 00 00 0f 5f f2 0c 0c 00 11 02
6.397231	a5 01 01 21 3b 00 00 12 02 a0 0c 0c 00 5c 00 00 09 60
