seconds	hex
0.000487	a5 01 01 21 6d 00 00 0f f1 50 0a 0a 00 25 01 a5 01 01 23 00 13 00 0c 40 30 80 0c
4.103079	a5 01 00 23 00 00 00 12 37 ee 80 0c 02 64 ff ff ff d7
6.090872	a5 01 01 23 00 14 00 0c 27 e4 80 0c
