seconds	hex
0.000608	a5 01 01 23 00 8b 00 0c 04 51 80 0a a5 01 01 21 5c 00 00 0f ee 12 0c 0c 00 0e 02 a5 01 00 21 00 00 00 0c d3 7d 0c 0c
0.213697	a5 01 01 21 5d 00 00 12 ba 7e 0c 0c 00 5c 00 00 09 60
