seconds	hex
1.278653	a5 01 01 23 00 50 00 0c df 4c 80 0a
1.473565	a5 01 01 21 73 00 00 12 aa 02 0c 0c 00 01 00 00 38 00
6.662259	a5 01 01 21 74 00 00 12 be af 0c 0c 00 65 00 00 00 00
14.634074	a5 01 00 21 00 00
14.640676	00 0c d3 7d 0c 0c
