seconds	hex
0.640926	a5 01 01
0.646714	23 00 69 00 0c 7b de 80 0a
0.844581	a5 01 01 21 08 00 00 1e b1 27 0c 0c 00 02 00 00 0a 28 00 df 01 02 27 00 00 00 4f 00 13 01
7.023255	a5 01 01 21 09 00 00 12 2f 16 0c 0c 00 65 00 00 00 00
