seconds	hex
0.851263	a5 01 01 23 00 00 00 0c ba 99 80 0d
2.365351	a5 01 01 21 6b 00 00 0f 04 eb 0a 0a 00 13 01
2.852319	a5 01
2.858665	01 23 00 0f 00 0c cf 41 80 0c
8.113787	a5 01 01 21 6c 00 00 0f a5 61 0a 0a 00 13 00
8.440297	a5 01 01 23 00 10 00 0c ae e2 80 0c
