seconds	hex
0.000168	a5 01 01 23 00 7b 00 0c 3b 07 80 0a a5 01 01 21 2e 00 00 0f 1f 92 0c 0c 00 27 00
2.015986	a5 01 00 21 00 00 00 0c d3 7d 0c 0c
