seconds	hex
3.224641	a5 01 01 21 00 00 00 1e ab b5 0d 0d 00 3d 00 00 00 00 00 41 6a 74 0b da 00 42 6a 74 0c 52
5.216038	a5 01 01 21 c8 00 00 12 2c c1
5.216133	0c 0c 00 03 00 00 08 de
7.408644	a5 01 01 23 00 5b
7.414099	00 0c 33 b3 80 0a
7.609871	a5 01 01 21 c9 00 00 15 09 8f 0c 0c 00 05 01 00 72 00 00 00 01
11.197078	a5
11.197137	01 01 21 ca 00 00
11.202754	12 1b 98 0c 0c 00 5c 00 00 06 40
