seconds	hex
0.001517	a5 01 01 21 91 00 00 0f 5b 98 0a 0a 00 0e 0c a5 01 01 23 00 6b 00 0c 5f 9b 80 0c
4.713584	a5 01 00 23 00
4.713926	00 00 12 c6 01 80 0c 02 64 ff ff ff d8
