seconds	hex
0.000214	a5 01 01 23 00 5e 00 0c 10 e4 80 0a a5 01 01 21 d7 00 00 18 10 42 0c 0c 00 05 04 00 72 00 00 00 37 00 73 00
7.413293	a5 01 01
7.413464	21 00 00 00 1e 2b e7 0d 0d 00 3d
7.418842	00 00 00 00 00 41 6a 74 0d 40 00 42 6a 74 0d b8
9.408257	a5 01 01 21 d8 00 00 12 1b 91 0c 0c 00
9.408412	03 00 00 08 de
