seconds	hex
0.000467	a5 01 01 23 00 67 00 0c b4 76 80 0a a5 01 01 21 f4 00 00 0f 8c 09 0c 0c 00 22 03
3.661545	a5 01 01 21 f5 00
3.661677	00 12 46 ed 0c 0c 00 5c 00 00 05 dc
5.657066	a5 01 00 21 00 00 00 0c d3 7d 0c 0c
