seconds	hex
0.000229	a5 01 01 23 00 60 00 0c d3 a2 80 0a a5 01 01 21 dd 00 00 15 25 52 0c 0c 00 05 05 00 72 00 00 00 46
4.110876	a5
4.116672	01 01 21 00 00 00 1e d2 01 0d 0d 00 3d 00 00 00 00 00 41 6a 74 0d b8 00 42 6a 74 0e 30
6.107194	a5 01 01 21 de 00 00 12 10 af 0c 0c 00 03 00 00 08 de
