seconds	hex
0.000580	a5 01 01 21 83 00 00 0f 8d e9 0a 0a 00 11 09 a5 01 01 23 00 49 00 0c 13 ac 80 0c
7.182054	a5 01 01 23 00 4a 00 0c fd 7e 80 0c
