seconds	hex
1.569452	a5 01 01 23 00 e7 00 0c f6
1.575399	60 80 0c
2.474454	a5 01 01 21 62 00 00 15 31 b7 0a 0a 00 05 07 00 73 00 00 26 00
2.970066	a5 01 01 23 00 e8 00 0c 93 99 80 0c
