seconds	hex
0.000286	a5 01 00 21 00 00 00 0c d3 7d 0c 0c a5 01 01 23 00 75 00 0c f4 af 80 0a a5 01 01 21 23 00 00 0f 9e 09 0c 0c 00 2d 03
1.520393	a5 01 01 21 24 00 00 12 0f 53 0c 0c 00 5c 00 00 08 34
