seconds	hex
0.002004	a5 01 01 23 00 78 00 0c b5 13 80 0c
2.707643	a5 01 01 21 9c 00 00 24 89 a8 0a 0a 00 02 00 00 0a 28 00 12 03
2.713465	00 05 04 00 73 00 00 13 00 02 27 00 00 00 4f
3.110212	a5 01 01 23 00 79 00 0c 1f 42 80 0c
3.352078	a5 01 01 23 00 7a 00 0c f1 90 80 0c
3.589275	a5 01 01 23 00 7b
3.594874	00 0c 5b c1 80 0c
